ensembl_gene_id,study,ASD_DEUp_Voineagu,ASD_DEDown_Voineagu,ASD_CoexDown_M12_Voineagu,ASD_CoexUp_M16_Voineagu,ASD_CoexDown_M1_Gupta,ASD_CoexUp_M6_Gupta,ASD_CoexUp_M5_Gupta,Up,Down
ENSG00000093144,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000128203,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000196531,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000171451,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000126814,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000109606,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000139726,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000118496,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000161677,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000122862,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000138448,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000156414,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000130638,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000139117,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000169714,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000157895,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000163762,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138138,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000100302,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000206527,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000048392,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000086300,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000108231,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000157103,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000136159,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198673,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000149927,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000168952,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000166128,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000105220,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000170122,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000169715,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000177981,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000066933,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000125846,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000057019,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000123901,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000012660,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000155508,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000171467,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000161649,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000130227,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000095627,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000111843,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000186377,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000133624,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000112031,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000213585,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000174886,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000160255,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000120063,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000114200,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000086475,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198429,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000174516,Voineagu,0,1,1,0,NA,NA,NA,NA,NA
ENSG00000166266,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000152042,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000181449,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000187051,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135299,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000119927,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000004779,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000162951,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000085788,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000197364,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000147687,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000169230,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000175334,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000142197,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000066084,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135241,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000126947,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000105887,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000152779,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000136108,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000125814,Voineagu,0,1,1,0,NA,NA,NA,NA,NA
ENSG00000111669,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000009335,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000099968,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000100811,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000133134,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000110395,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000099822,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000167862,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000189079,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000171241,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000110330,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000079785,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000162222,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000073060,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000203896,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164066,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000114757,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000174106,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000131174,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000140450,Voineagu,1,0,0,0,NA,NA,NA,NA,NA
ENSG00000135046,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000080493,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000148943,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000100209,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000178764,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164331,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000197121,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000160469,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000157326,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000111961,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000170525,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000183628,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000141027,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000134970,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000241779,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000146476,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000229698,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000008869,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138495,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000173145,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000170370,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000134480,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000214087,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000145782,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000177707,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000115419,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000145332,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000185008,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000162631,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000242498,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000242485,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000156504,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000196368,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000165502,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000061794,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000123106,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000118640,Voineagu,1,0,0,1,NA,NA,NA,NA,NA
ENSG00000167766,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000157828,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000170315,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000101868,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000106153,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000196263,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000153037,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198900,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000011295,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000150990,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135116,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000182566,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000115657,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000132406,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163069,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000087338,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164040,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000172247,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000167535,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000155846,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000137563,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000008853,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000113575,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000111276,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000102900,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000100711,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000168872,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000148606,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000116741,Voineagu,1,0,0,0,NA,NA,NA,NA,NA
ENSG00000198551,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000066032,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138029,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000104112,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000041357,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000186625,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000225465,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000109452,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000161526,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000107281,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000114812,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000104267,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000179542,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000188486,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000114021,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000203875,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000033867,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163812,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000213366,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163430,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000102921,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164332,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000008405,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000185813,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000111666,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000123352,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000215375,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000176532,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000173141,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000101665,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000229215,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000196584,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000104671,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198934,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000179277,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164466,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000107738,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000158352,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000180902,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000166507,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000122882,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000143543,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000182492,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000115896,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000105404,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000088038,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000174697,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000184779,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163536,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000197728,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000184486,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000124177,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000174514,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000136986,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000165246,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000186889,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000149541,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135828,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000127952,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000176386,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000151623,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000142046,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135002,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198954,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000116918,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000151729,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000236222,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000121775,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000161551,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000168280,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138795,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000182919,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000134897,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000128791,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000133302,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000092020,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000059728,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000091136,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164366,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000124831,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000078269,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000144026,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000185163,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000155100,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000162385,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000186297,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000196774,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000104722,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000146535,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000102910,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000104903,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135525,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000102144,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000249709,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000134330,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000006837,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000171202,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000035928,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000152583,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000140988,Voineagu,1,0,0,1,NA,NA,NA,NA,NA
ENSG00000175324,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000170775,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000115268,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135378,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000135070,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000204099,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164104,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000134323,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198380,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000146223,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000150403,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000164754,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000074356,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000066777,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000181104,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000145220,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138381,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000237517,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000127947,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000078177,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000123131,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000162616,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000240356,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000181035,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000240857,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000120705,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000155959,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000186487,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000153147,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000113593,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000140092,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138801,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000112118,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000109762,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000114405,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000006831,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163412,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000102172,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000204524,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198795,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000151498,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000130414,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000106246,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000113851,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000023909,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000121742,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000151458,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000100647,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000103740,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000155980,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000126950,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163053,Voineagu,0,0,1,0,NA,NA,NA,NA,NA
ENSG00000121406,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000148834,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000161509,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000065057,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000002587,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000036054,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000175806,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000105185,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000138764,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000158865,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000170027,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000010270,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198692,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000165730,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000170860,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000157404,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000189184,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000181061,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000154553,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000125124,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000141542,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000154710,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000063177,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000112110,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000163754,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000243646,Voineagu,0,0,0,1,NA,NA,NA,NA,NA
ENSG00000044115,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000226479,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000189403,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000148090,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000141391,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000137500,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000072110,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000169251,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000206560,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000145555,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000173660,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000117215,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000149136,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000062194,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000130159,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000129596,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000198890,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000133169,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000140319,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000011052,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000116678,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000123243,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000173826,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
ENSG00000159140,Voineagu,0,0,0,0,NA,NA,NA,NA,NA
