ensembl_gene_id,study,ASD_DEUp_Voineagu,ASD_DEDown_Voineagu,ASD_CoexDown_M12_Voineagu,ASD_CoexUp_M16_Voineagu,ASD_CoexDown_M1_Gupta,ASD_CoexUp_M6_Gupta,ASD_CoexUp_M5_Gupta,Up,Down
ENSG00000100362,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000116983,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000111231,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000134057,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000120688,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000116580,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000179862,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196476,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000105254,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198105,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000105697,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000188368,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000157617,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000108840,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000049239,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000176046,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000138443,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000188338,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000107341,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000160097,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000155085,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000138036,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000173258,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000007168,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000134255,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000133561,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000082781,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000233137,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000180891,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000165775,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000133704,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000213281,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000168303,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000161914,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000240694,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000059691,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000172995,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000140044,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000148444,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000143226,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000120053,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000100612,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000175215,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000039650,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000053702,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000188807,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196504,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000248469,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196236,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000131885,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000146242,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000138398,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000185787,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000106554,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000081913,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000119772,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000092421,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198917,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000166105,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000088682,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000170004,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000052841,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000142544,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000244734,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198959,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000130402,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000110315,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000117154,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000181790,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000205659,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000267023,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000169410,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000029153,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000059758,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000043355,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000206190,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125844,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000106089,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000113319,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000197619,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000178860,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000127445,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000099942,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000236824,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000115998,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000100142,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000052795,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000117318,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000138686,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000120251,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000162951,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000152578,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000173875,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000109771,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000082497,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000137075,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000155052,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000176894,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000120725,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000244291,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000204301,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000136856,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000160714,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000137161,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000127993,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000182636,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000111269,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000185420,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000133027,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000127314,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000171533,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000137501,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000182700,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000084676,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125733,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000186448,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000179041,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000115207,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000171862,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000132475,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000119820,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000107077,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000137806,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000215712,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000266173,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000227008,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000136240,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000087152,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000134852,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000185515,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000205795,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000184047,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000165029,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000198860,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000260708,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000065809,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000180011,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000168077,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000237350,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000163113,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000127870,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000227533,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000176102,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000122417,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000137098,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000100522,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000087258,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000123136,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000173327,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000186318,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000150347,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000184986,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000135100,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000110328,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000028137,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000182732,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000153956,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000147804,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000099998,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000177932,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000259886,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000172728,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000158458,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000185825,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198492,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000169045,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000102030,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000216624,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000089154,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000121848,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000146677,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000160223,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000138190,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000110696,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000103671,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000170855,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198673,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000113231,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000161281,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000072134,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000175772,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000165704,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000162975,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000159210,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000131507,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000072609,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125449,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000056661,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000090861,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000179240,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000133250,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000164692,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000136250,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000265688,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000179456,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000173480,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196267,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000168310,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000134013,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000102978,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000157514,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000157557,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000157500,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000188177,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000179979,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000174718,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000164211,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000103187,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000152268,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000077232,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000111181,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000197696,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000131018,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000149489,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000109670,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000137343,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196376,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000214046,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000182704,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000091039,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000213977,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000111262,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000124177,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000204099,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000154783,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000129657,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000104863,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000156299,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000171135,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000226490,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000255455,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000110799,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000187498,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000122966,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000164850,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000018625,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000198746,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000159592,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000169972,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000005007,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000107295,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000214552,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000189060,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000166170,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000114331,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000197191,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000177169,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196123,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000213445,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000172350,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000268006,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000159079,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000112306,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000151789,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000105409,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000151967,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000110881,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000128607,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000236287,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000174151,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000213300,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000176871,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125675,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000161618,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000011083,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000183684,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000172954,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000167272,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000268297,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000068079,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000099910,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000096696,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000153814,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000152822,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000146112,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000181467,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000117425,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125931,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000169744,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000171163,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000030110,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000069248,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000260579,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000250588,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000170175,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000162944,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000132640,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000225580,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000259877,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000177511,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000197265,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000213888,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000068438,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000097021,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000114742,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000103021,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000161921,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000186312,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000234741,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000144635,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196323,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000182600,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000137767,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000111666,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000118194,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000143811,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000131475,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000243974,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000227345,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000212802,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000174243,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000125458,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000136237,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000129282,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000113580,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000111335,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000108830,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000165629,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000214975,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000130669,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000163131,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000100014,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000131771,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000112031,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000135334,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000140577,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000166181,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000228203,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000172508,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000244313,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000197162,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000161395,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000188512,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000120616,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000186566,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000109436,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000133878,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000112118,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000204789,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000226360,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000162065,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000072958,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000184381,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000185008,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000197070,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000186889,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000164253,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000154975,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000183137,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000196943,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000148690,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000213290,Gupta,NA,NA,NA,NA,1,0,0,NA,NA
ENSG00000119917,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000138430,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000117533,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000138759,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000103485,Gupta,NA,NA,NA,NA,0,0,1,NA,NA
ENSG00000168081,Gupta,NA,NA,NA,NA,0,1,0,NA,NA
ENSG00000204120,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000205302,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000147852,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000172159,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000128829,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
ENSG00000186281,Gupta,NA,NA,NA,NA,0,0,0,NA,NA
